trial,min_weight_on_accessible,max_blocked,sum_blocked
564,0.199618,0.0000000000,0.0000000000
565,0.195014,0.0000000000,0.0000000000
566,0.197367,0.0000000000,0.0000000000
567,0.196451,0.0000000000,0.0000000000
568,0.196755,0.0000000000,0.0000000000
569,0.198293,0.0000000000,0.0000000000
570,0.193522,0.0000000000,0.0000000000
571,0.199156,0.0000000000,0.0000000000
572,0.198696,0.0000000000,0.0000000000
573,0.196788,0.0000000000,0.0000000000
574,0.195571,0.0000000000,0.0000000000
575,0.198876,0.0000000000,0.0000000000
576,0.196043,0.0000000000,0.0000000000
577,0.194250,0.0000000000,0.0000000000
578,0.195266,0.0000000000,0.0000000000
579,0.197810,0.0000000000,0.0000000000
580,0.195270,0.0000000000,0.0000000000
581,0.196693,0.0000000000,0.0000000000
582,0.199084,0.0000000000,0.0000000000
583,0.194613,0.0000000000,0.0000000000
584,0.197036,0.0000000000,0.0000000000
585,0.197463,0.0000000000,0.0000000000
586,0.198853,0.0000000000,0.0000000000
587,0.196910,0.0000000000,0.0000000000
588,0.196733,0.0000000000,0.0000000000
589,0.196218,0.0000000000,0.0000000000
590,0.199173,0.0000000000,0.0000000000
591,0.196612,0.0000000000,0.0000000000
592,0.196631,0.0000000000,0.0000000000
593,0.196862,0.0000000000,0.0000000000
594,0.196396,0.0000000000,0.0000000000
595,0.198273,0.0000000000,0.0000000000
596,0.196019,0.0000000000,0.0000000000
597,0.195683,0.0000000000,0.0000000000
598,0.197639,0.0000000000,0.0000000000
599,0.193861,0.0000000000,0.0000000000
600,0.198241,0.0000000000,0.0000000000
601,0.198153,0.0000000000,0.0000000000
602,0.196344,0.0000000000,0.0000000000
603,0.197609,0.0000000000,0.0000000000
604,0.195622,0.0000000000,0.0000000000
605,0.196908,0.0000000000,0.0000000000
606,0.199102,0.0000000000,0.0000000000
607,0.195924,0.0000000000,0.0000000000
608,0.198178,0.0000000000,0.0000000000
609,0.195714,0.0000000000,0.0000000000
610,0.193561,0.0000000000,0.0000000000
611,0.197317,0.0000000000,0.0000000000
612,0.197875,0.0000000000,0.0000000000
613,0.196134,0.0000000000,0.0000000000
614,0.195758,0.0000000000,0.0000000000
615,0.197245,0.0000000000,0.0000000000
616,0.198073,0.0000000000,0.0000000000
617,0.195302,0.0000000000,0.0000000000
618,0.197992,0.0000000000,0.0000000000
619,0.198733,0.0000000000,0.0000000000
620,0.198317,0.0000000000,0.0000000000
621,0.195322,0.0000000000,0.0000000000
622,0.196460,0.0000000000,0.0000000000
623,0.195190,0.0000000000,0.0000000000
624,0.198979,0.0000000000,0.0000000000
625,0.198315,0.0000000000,0.0000000000
626,0.196290,0.0000000000,0.0000000000
627,0.196667,0.0000000000,0.0000000000
628,0.198604,0.0000000000,0.0000000000
629,0.199028,0.0000000000,0.0000000000
630,0.198106,0.0000000000,0.0000000000
631,0.196654,0.0000000000,0.0000000000
632,0.198669,0.0000000000,0.0000000000
633,0.195728,0.0000000000,0.0000000000
634,0.197695,0.0000000000,0.0000000000
635,0.194722,0.0000000000,0.0000000000
636,0.199090,0.0000000000,0.0000000000
637,0.196150,0.0000000000,0.0000000000
638,0.198568,0.0000000000,0.0000000000
639,0.197097,0.0000000000,0.0000000000
640,0.197862,0.0000000000,0.0000000000
641,0.198260,0.0000000000,0.0000000000
642,0.195852,0.0000000000,0.0000000000
643,0.197964,0.0000000000,0.0000000000
644,0.198100,0.0000000000,0.0000000000
645,0.195033,0.0000000000,0.0000000000
646,0.195767,0.0000000000,0.0000000000
647,0.196191,0.0000000000,0.0000000000
648,0.196082,0.0000000000,0.0000000000
649,0.198179,0.0000000000,0.0000000000
650,0.196839,0.0000000000,0.0000000000
651,0.198429,0.0000000000,0.0000000000
652,0.196703,0.0000000000,0.0000000000
653,0.198535,0.0000000000,0.0000000000
